Entry Date,Faculty,Publication Type,Year,Title,Role,Affiliation,Status,Reference,Theme,,,,,,,,,,,,,,,,
2022-05-18,"P. A. Judd,",Article,2001,"Frequency of consumption and nutrient composition of composite dishes commonly consumed in the UK by South Asian Muslims originating from Bangladesh, Pakistan and East Africa (Ismailis).",Secondary Author,External,Published,"Kassam-Khamis, T., Judd, P. A. & Thomas, J.E. (2001). Frequency of consumption and nutrient composition of composite dishes commonly consumed in the UK by South Asian Muslims originating from Bangladesh, Pakistan and East Africa (Ismailis). Journal of Human Nutrition and Dietetics, 13, 185-196.",,,,,,,,,,,,,,,,,
2022-05-18,J. E. Thomas,Article,2001,"Frequency of consumption and nutrient composition of composite dishes commonly consumed in the UK by South Asian Muslims originating from Bangladesh, Pakistan and East Africa (Ismailis).",Secondary Author,External,Published,"Kassam-Khamis, T., Judd, P. A. & Thomas, J.E. (2001). Frequency of consumption and nutrient composition of composite dishes commonly consumed in the UK by South Asian Muslims originating from Bangladesh, Pakistan and East Africa (Ismailis). Journal of Human Nutrition and Dietetics, 13, 185-196.",,,,,,,,,,,,,,,,,
2022-05-18,Harcharan Pardhan,Article,2001,Promoting Curiosity through Students' Questioning,Main Author,IED,Published,"Pardhan, H. & Bhutta SM. (2001). Promoting Curiosity through Students' Questioning. Alberta Science Education Journal, 34(1), 234- 238.",,,,,,,,,,,,,,,,,
2022-05-18,Sadia Muzaffar Bhutta,Article,2001,Promoting Curiosity through Students' Questioning,Secondary Author,IED,Published,"Pardhan, H. & Bhutta SM. (2001). Promoting Curiosity through Students' Questioning. Alberta Science Education Journal, 34(1), 234- 238.",,,,,,,,,,,,,,,,,
2022-05-18,Harcharan Pardhan,Article,2001,Science teachers' alternate conceptions about direct currents.,Main Author,IED,Published,"Pardhan, H. & Bano Y. (2001). Science teachers' alternate conceptions about direct currents. International Journal of Science Education, 2(3), 301-318.",,,,,,,,,,,,,,,,,
2022-05-18,Yasmeen Bano,Article,2001,Science teachers' alternate conceptions about direct currents.,Secondary Author,IED,Published,"Pardhan, H. & Bano Y. (2001). Science teachers' alternate conceptions about direct currents. International Journal of Science Education, 2(3), 301-318.",,,,,,,,,,,,,,,,,
2022-05-18,Mir Afzal Tajik,Article,2001,"Discovery, construction and reconstruction of the past through telling and retelling the stories I live.",Main Author,IED,Published,"Tajik, M. A. (2001). Discovery, construction and reconstruction of the past through telling and retelling the stories I live. Journal of Among Teachers Community, 29(January 2001), 2-3.",,,,,,,,,,,,,,,,,
2022-05-18,Debbie Krame-Royr,Article,2000,The role of child-to-child and CBR in facilitating inclusive education.,Main Author,IED,Published,"Kramer-Roy, D. (2000). The role of child-to-child and CBR in facilitating inclusive education. Pakistan Journal of Special Education Research, 3, 31-37.",,,,,,,,,,,,,,,,,
2022-05-18,Nelofar Halai,Article,2000,"Halai, N. (2000). Nature of science and science teacher education in Pakistan. OISE papers in Science Technology Society & Environment Education. vol. 1, 55-67.",Main Author,IED,Published,"Halai, N. (2000). Nature of science and science teacher education in Pakistan. OISE papers in Science Technology Society & Environment Education. vol. 1, 55-67.",,,,,,,,,,,,,,,,,
2022-05-18,Alan J. Penny,Article,2000,A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan.,Main Author,External,Published,"Penny, A.J., Ali, M.A., Farah, I., Ostberg, S. & Smith, R.L. (2000). A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan. International Journal of Educational Development 20, (No. 4-6), 443-455.",,,,,,,,,,,,,,,,,
2022-05-18,Mehru Ahmed Ali,Article,2000,A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan.,Secondary Author,IED,Published,"Penny, A.J., Ali, M.A., Farah, I., Ostberg, S. & Smith, R.L. (2000). A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan. International Journal of Educational Development 20, (No. 4-6), 443-455.",,,,,,,,,,,,,,,,,
2022-05-18,Iffat Farah,Article,2000,A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan.,Secondary Author,IED,Published,"Penny, A.J., Ali, M.A., Farah, I., Ostberg, S. & Smith, R.L. (2000). A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan. International Journal of Educational Development 20, (No. 4-6), 443-455.",,,,,,,,,,,,,,,,,
2022-05-18,Sissel Ostberg,Article,2000,A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan.,Secondary Author,External,Published,"Penny, A.J., Ali, M.A., Farah, I., Ostberg, S. & Smith, R.L. (2000). A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan. International Journal of Educational Development 20, (No. 4-6), 443-455.",,,,,,,,,,,,,,,,,
2022-05-18,Robert L. Smith,Article,2000,A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan.,Secondary Author,External,Published,"Penny, A.J., Ali, M.A., Farah, I., Ostberg, S. & Smith, R.L. (2000). A Study of Cross-National Collaborative Research: Reflecting on Experience in Pakistan. International Journal of Educational Development 20, (No. 4-6), 443-455.",,,,,,,,,,,,,,,,,
2022-05-18,Tim Simkins,Article,1998,The Role Perceptions of Government and Non-Government Headteachers in Pakistan.,Main Author,External,Published,"Simkins, T, Garret, V., M. Memon, and Nazirali, R. (1998). The Role Perceptions of Government and Non-Government Headteachers in Pakistan. Educational Management and Administration. Vol. 26(2) pp. 131-146.",,,,,,,,,,,,,,,,,
2022-05-18,Viv Garrett,Article,1998,The Role Perceptions of Government and Non-Government Headteachers in Pakistan.,Secondary Author,External,Published,"Simkins, T, Garret, V., M. Memon, and Nazirali, R. (1998). The Role Perceptions of Government and Non-Government Headteachers in Pakistan. Educational Management and Administration. Vol. 26(2) pp. 131-146.",,,,,,,,,,,,,,,,,
2022-05-18,Muhammad Memon,Article,1998,The Role Perceptions of Government and Non-Government Headteachers in Pakistan.,Secondary Author,IED,Published,"Simkins, T, Garret, V., M. Memon, and Nazirali, R. (1998). The Role Perceptions of Government and Non-Government Headteachers in Pakistan. Educational Management and Administration. Vol. 26(2) pp. 131-146.",,,,,,,,,,,,,,,,,
2022-05-18,Rana Hussain,Article,1998,The Role Perceptions of Government and Non-Government Headteachers in Pakistan.,Secondary Author,External,Published,"Simkins, T, Garret, V., M. Memon, and Nazirali, R. (1998). The Role Perceptions of Government and Non-Government Headteachers in Pakistan. Educational Management and Administration. Vol. 26(2) pp. 131-146.",,,,,,,,,,,,,,,,,
2022-05-18,Shahid Siddiqui,Article,1996,Use of Reflective Journal in In-Service Teacher Education Programme. Some Implications for School Improvement.,Main Author,IED,Published,"Siddiqui, S. and Memon, M. (1996). Use of Reflective Journal in In-Service Teacher Education Programme. Some Implications for School Improvement. Journal of Elementary Education. Vol. 1, No. 6, pp. 68-89.",,,,,,,,,,,,,,,,,
2022-05-18,Muhammad Memon,Article,1996,Use of Reflective Journal in In-Service Teacher Education Programme. Some Implications for School Improvement.,Secondary Author,IED,Published,"Siddiqui, S. and Memon, M. (1996). Use of Reflective Journal in In-Service Teacher Education Programme. Some Implications for School Improvement. Journal of Elementary Education. Vol. 1, No. 6, pp. 68-89.",,,,,,,,,,,,,,,,,
2022-04-23,Bernadette L. Dean,Book Chapter,2006,"Creating a Critical Mass: The Visiting Teacher Programme at Aga Khan University, Institute for Educational Development.",Main Author,IED,Published,"Dean, B.L. (2006). Creating a Critical Mass: The Visiting Teacher Programme at Aga Khan University, Institute for Educational Development. In Farah, I. & Jaworski, B. (Eds.), Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-04-24,Iffat Farah,Book Chapter,2006,Teaching of research in a teacher education programme.,Main Author,IED,Published,"Farah, I., & Halai, N. (2006). Teaching of research in a teacher education programme. In I. Farah, & B. Jaworski (Eds.). Partnerships in educational development: Cases of teaching development and school improvement in Pakistan, Bangladesh, East Africa and Central Asia (pp.235-242).Cambridge, UK: Triangle Journals Limited Cambridge University Press.",,,,,,,,,,,,,,,,,
2022-04-25,Nelofar Halai,Book Chapter,2006,Teaching of research in a teacher education programme.,Secondary Author,IED,Published,"Farah, I., & Halai, N. (2006). Teaching of research in a teacher education programme. In I. Farah, & B. Jaworski (Eds.). Partnerships in educational development: Cases of teaching development and school improvement in Pakistan, Bangladesh, East Africa and Central Asia (pp.235-242).Cambridge, UK: Triangle Journals Limited Cambridge University Press.",,,,,,,,,,,,,,,,,
2022-04-26,Iffat Farah,Book Chapter,2006,Key Themes and Issues in Educational Development: A critical perspective on the IED Model.,Main Author,IED,Published,"Farah, I. & Jaworski, B. (2006) Key Themes and Issues in Educational Development: A critical perspective on the IED Model. In Farah, I. & Jaworski, B. (Eds.), Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-04-27,Barbara Jaworski,Book Chapter,2007,Key Themes and Issues in Educational Development: A critical perspective on the IED Model.,Secondary Author,IED,Published,"Farah, I. & Jaworski, B. (2006) Key Themes and Issues in Educational Development: A critical perspective on the IED Model. In Farah, I. & Jaworski, B. (Eds.), Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-04-28,Nelofar Halai,Book Chapter,2006,Reconceptualizing the professional development of in-service science teachers in Pakistan.,Main Author,IED,Published,"Halai, N. (2006). Reconceptualizing the professional development of in-service science teachers in Pakistan. In J. Earnest & D. Treagust (Eds.). Educational change and reconstruction in societies in transition: International perspectives. Sydney: Black Swan Press.",,,,,,,,,,,,,,,,,
2022-04-29,Barbara Jaworski,Book Chapter,2006,Subject Studies in the Teaching Curriculum.,Main Author,IED,Published,"Jaworski, B., Dean B.L. & Hussein, R. (2006). Subject Studies in the Teaching Curriculum. In Farah, I. & Jaworski, B. (Eds.), Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-04-30,Bernadette L. Dean,Book Chapter,2007,Subject Studies in the Teaching Curriculum.,Secondary Author,IED,Published,"Jaworski, B., Dean B.L. & Hussein, R. (2006). Subject Studies in the Teaching Curriculum. In Farah, I. & Jaworski, B. (Eds.), Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-01,Rana Hussain,Book Chapter,2008,Subject Studies in the Teaching Curriculum.,Secondary Author,IED,Published,"Jaworski, B., Dean B.L. & Hussein, R. (2006). Subject Studies in the Teaching Curriculum. In Farah, I. & Jaworski, B. (Eds.), Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Sadrudin Padhan,Book Chapter,2006,The establishment of Aga Khan University-Institute for Educational Development,Main Author,IED,Published,"Pardhan, S. & Thiessen, D. (2006). Developing the Institution. In Farah, I., and Jawraski, B. (Eds.). Partnerships in Educational Development. UK: Symposium Books.
",,,,,,,,,,,,,,,,,
2022-05-24,Dennish Thiessen,Book Chapter,2006,The establishment of Aga Khan University-Institute for Educational Development,Secondary Author,IED,Published,"Pardhan, S. & Thiessen, D. (2006). Developing the Institution. In Farah, I., and Jawraski, B. (Eds.). Partnerships in Educational Development. UK: Symposium Books.
",,,,,,,,,,,,,,,,,
2022-05-24,Jane F. A. Rarieya,Book Chapter,2006,Continuing Professional Development and the Relevance of the IED Model in East Africa.,Main Author,IED,Published,"Rarieya, J. & Tukhairwa, F. (2006) Continuing Professional Development and the Relevance of the IED Model in East Africa. In B. Jaworski and I. Farah (Eds.), Partnerships in Educational Development), UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Fred Tukahirwa,Book Chapter,2006,Continuing Professional Development and the Relevance of the IED Model in East Africa.,Secondary Author,IED,Published,"Rarieya, J. & Tukhairwa, F. (2006) Continuing Professional Development and the Relevance of the IED Model in East Africa. In B. Jaworski and I. Farah (Eds.), Partnerships in Educational Development), UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Fauzia Shamim,Book Chapter,2006,Developing professional development teachers.,Main Author,IED,Published,"Shamim, F. & Halai, A. (2006) Developing professional development teachers. Oxford Studies in Comparative Education. UK: Triangle Publishers",,,,,,,,,,,,,,,,,
2022-05-24,Anjum Halai,Book Chapter,2006,Developing professional development teachers.,Secondary Author,IED,Published,"Shamim, F. & Halai, A. (2006) Developing professional development teachers. Oxford Studies in Comparative Education. UK: Triangle Publishers",,,,,,,,,,,,,,,,,
2022-05-24,Nilofar Vazir,Book Chapter,2006,Researching Students' Lived Experiences: Challenges and Responses.,Main Author,IED,Published,"Vazir, N. (2006). Researching Students' Lived Experiences: Challenges and Responses. Childhoods in South Asia. D. K. Behera. New Delhi, Pearson Education in South Asia: 166-180.",,,,,,,,,,,,,,,,,
2022-05-24,Nilofar Vazir,Book Chapter,2006,How Students Learn About Right and Wrong in the First Year of a Pakistani Private School.,Main Author,IED,Published,"Vazir, N. (2006). How Students Learn About Right and Wrong in the First Year of a Pakistani Private School. In International Handbook of Student Experience in Elementary and Secondary School. D. Thiessen and Cook- Sather, A. (eds). Toronto, Springer: 439-462.",,,,,,,,,,,,,,,,,
2022-05-24,Iffat Farah,Book Chapter,2005,The teaching of research in a teacher education programme,Main Author,IED,Published,"Farah, I. & Halai, N. (2005) Teaching Research in a Teacher Education Programme. In Farah, I. & Jaworski, B. (Eds.), Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Nelofar Halai,Book Chapter,2005,The teaching of research in a teacher education programme,Secondary Author,IED,Published,"Farah, I. & Halai, N. (2005) Teaching Research in a Teacher Education Programme. In Farah, I. & Jaworski, B. (Eds.), Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Nelofar Halai,Book Chapter,2005,Becoming a school science teacher: A female narrative.,Main Author,IED,Published,"Halai, N. (2005). Becoming a school science teacher: A female narrative. In J. Retallick & I. Farah (Eds.). Transforming schools in Pakistan: Towards the learning community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Rana Hussain,Book Chapter,2005,Teaching and Learning in Multigrade Classes.,Main Author,IED,Published,"Hussain, R. & Retallick, J. (2005). Teaching and Learning in Multigrade Classes. Ch. 7 in J. Retallick & I. Farah (Eds.). Transforming Schools in Pakistan: Towards the Learning Community. Oxford University Press: Karachi, pp. 138-161.",,,,,,,,,,,,,,,,,
2022-05-24,John Retallick,Book Chapter,2005,Teaching and Learning in Multigrade Classes.,Secondary Author,IED,Published,"Hussain, R. & Retallick, J. (2005). Teaching and Learning in Multigrade Classes. Ch. 7 in J. Retallick & I. Farah (Eds.). Transforming Schools in Pakistan: Towards the Learning Community. Oxford University Press: Karachi, pp. 138-161.",,,,,,,,,,,,,,,,,
2022-05-24,Muhammad Memon,Book Chapter,2005,Role of Pedagogical Leaders in Transforming School as Learning Communities: A Case Study of Two Headteachers from Northern Areas of Pakistan.,Main Author,IED,Published,"Memon, M. and Bana, Z. (2005). Chapter on Role of Pedagogical Leaders in Transforming School as Learning Communities: A Case Study of Two Headteachers from Northern Areas of Pakistan. In Retallick, J. and Farah, I (Eds.). Transforming Schools in Pakistan: Toward the Learning Community, Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Zubeda Bana,Book Chapter,2005,Role of Pedagogical Leaders in Transforming School as Learning Communities: A Case Study of Two Headteachers from Northern Areas of Pakistan.,Secondary Author,IED,Published,"Memon, M. and Bana, Z. (2005). Chapter on Role of Pedagogical Leaders in Transforming School as Learning Communities: A Case Study of Two Headteachers from Northern Areas of Pakistan. In Retallick, J. and Farah, I (Eds.). Transforming Schools in Pakistan: Toward the Learning Community, Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Muhammad Memon,Book Chapter,2005,Developing Leadership and Management Capacity for School Improvement.,Main Author,IED,Published,"Memon, M., Simkins, T., Sisum, C. and Zubeda, B. (2005). Chapter on Developing Leadership and Management Capacity for School Improvement. In Farah, I., and Jaworski, B. (Eds.). Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Tim Simkins,Book Chapter,2005,Developing Leadership and Management Capacity for School Improvement.,Secondary Author,IED,Published,"Memon, M., Simkins, T., Sisum, C. and Zubeda, B. (2005). Chapter on Developing Leadership and Management Capacity for School Improvement. In Farah, I., and Jaworski, B. (Eds.). Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Charles Sisum,Book Chapter,2005,Developing Leadership and Management Capacity for School Improvement.,Secondary Author,IED,Published,"Memon, M., Simkins, T., Sisum, C. and Zubeda, B. (2005). Chapter on Developing Leadership and Management Capacity for School Improvement. In Farah, I., and Jaworski, B. (Eds.). Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Zubeda Bana,Book Chapter,2005,Developing Leadership and Management Capacity for School Improvement.,Secondary Author,IED,Published,"Memon, M., Simkins, T., Sisum, C. and Zubeda, B. (2005). Chapter on Developing Leadership and Management Capacity for School Improvement. In Farah, I., and Jaworski, B. (Eds.). Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Muhammad Memon,Book Chapter,2005,Mentoring as an Alternative Approach to In-service teacher Education in Balochistan: Some Successes and Challenges.,Main Author,IED,Published,"Memon, M., Lalwani, F., and Meher, R. (2005) Mentoring as an Alternative Approach to In-service teacher Education in Balochistan: Some Successes and Challenges. In Farah, I., and Jaworski, B. (Eds.) Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Firdousali Lalwani,Book Chapter,2005,Mentoring as an Alternative Approach to In-service teacher Education in Balochistan: Some Successes and Challenges.,Secondary Author,IED,Published,"Memon, M., Lalwani, F., and Meher, R. (2005) Mentoring as an Alternative Approach to In-service teacher Education in Balochistan: Some Successes and Challenges. In Farah, I., and Jaworski, B. (Eds.) Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Rakshinda Meher,Book Chapter,2005,Mentoring as an Alternative Approach to In-service teacher Education in Balochistan: Some Successes and Challenges.,Secondary Author,IED,Published,"Memon, M., Lalwani, F., and Meher, R. (2005) Mentoring as an Alternative Approach to In-service teacher Education in Balochistan: Some Successes and Challenges. In Farah, I., and Jaworski, B. (Eds.) Partnerships in Educational Development. UK: Symposium Books.",,,,,,,,,,,,,,,,,
2022-05-24,Shahzad Mithani,Book Chapter,2005,The Action Research Interest Group (ARIG). Building Capacity for Learning Communities.,Main Author,IED,Published,"Mithani, S., Kramer-Roy, D., Dean, B. and Halai, A., (2005). The Action Research Interest Group (ARIG). Building Capacity for Learning Communities. In J. Retallick & I. Farah (Eds.), Transforming schools in Pakistan: Towards the Learning Community. Karachi: oxford university press.",,,,,,,,,,,,,,,,,
2022-05-24,Debbie Krame-Royr,Book Chapter,2005,The Action Research Interest Group (ARIG). Building Capacity for Learning Communities.,Secondary Author,IED,Published,"Mithani, S., Kramer-Roy, D., Dean, B. and Halai, A., (2005). The Action Research Interest Group (ARIG). Building Capacity for Learning Communities. In J. Retallick & I. Farah (Eds.), Transforming schools in Pakistan: Towards the Learning Community. Karachi: oxford university press.",,,,,,,,,,,,,,,,,
2022-05-24,Bernadette L. Dean,Book Chapter,2005,The Action Research Interest Group (ARIG). Building Capacity for Learning Communities.,Secondary Author,IED,Published,"Mithani, S., Kramer-Roy, D., Dean, B. and Halai, A., (2005). The Action Research Interest Group (ARIG). Building Capacity for Learning Communities. In J. Retallick & I. Farah (Eds.), Transforming schools in Pakistan: Towards the Learning Community. Karachi: oxford university press.",,,,,,,,,,,,,,,,,
2022-05-24,Anjum Halai,Book Chapter,2005,The Action Research Interest Group (ARIG). Building Capacity for Learning Communities.,Secondary Author,IED,Published,"Mithani, S., Kramer-Roy, D., Dean, B. and Halai, A., (2005). The Action Research Interest Group (ARIG). Building Capacity for Learning Communities. In J. Retallick & I. Farah (Eds.), Transforming schools in Pakistan: Towards the Learning Community. Karachi: oxford university press.",,,,,,,,,,,,,,,,,
2022-05-24,Harcharan Pardhan,Book Chapter,2005,Science teacher development in Pakistan: A learning community approach:,Main Author,IED,Published,"Pardhan, H. & Rowell P. (2005). Science teacher development in Pakistan: A learning community approach: In J. Retallick & I. Farah (Eds.), Transforming schools in Pakistan: Towards the Learning Community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Patricia Rowell,Book Chapter,2005,Science teacher development in Pakistan: A learning community approach:,Secondary Author,External,Published,"Pardhan, H. & Rowell P. (2005). Science teacher development in Pakistan: A learning community approach: In J. Retallick & I. Farah (Eds.), Transforming schools in Pakistan: Towards the Learning Community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,John Retallick,Book Chapter,2005,Transforming Schools into Learning Communities: Focus on Pakistan.,Main Author,IED,Published,"Retallick, J. & Datoo, A. (2005). Transforming Schools into Learning Communities: Focus on Pakistan. Ch. 1 in J. Retallick & I. Farah (Eds.). Transforming Schools in Pakistan: Towards the Learning Community. Oxford University Press: Karachi, pp. 1-25.",,,,,,,,,,,,,,,,,
2022-05-24,Al-Karim Datoo,Book Chapter,2005,Transforming Schools into Learning Communities: Focus on Pakistan.,Secondary Author,IED,Published,"Retallick, J. & Datoo, A. (2005). Transforming Schools into Learning Communities: Focus on Pakistan. Ch. 1 in J. Retallick & I. Farah (Eds.). Transforming Schools in Pakistan: Towards the Learning Community. Oxford University Press: Karachi, pp. 1-25.",,,,,,,,,,,,,,,,,
2022-05-24,Qamar Safdar,Book Chapter,2005,Parents as Partners in the Learning Community.,Main Author,IED,Published,"Safdar, Q. (2005) Parents as Partners in the Learning Community, Chapter 2 in J. Retallick & I. Farah (Eds.).Transforming Schools in Pakistan: Towards the Learning Community. Oxford University Press: Karachi.",,,,,,,,,,,,,,,,,
2022-05-24,Qamar Safdar,Book Chapter,2005,Networking for School,Main Author,IED,Published,"Safdar, Q. (2005) Networking for School, SHADE in J. Retallick & I. Farah (Eds.). Transforming Schools in Pakistan: Towards the Learning Community. Oxford University Press: Karachi",,,,,,,,,,,,,,,,,
2022-05-24,Fauzia Shamim,Book Chapter,2005,Building Communities of Practice in Pakistani Schools.,Main Author,IED,Published,"Shamim, F and Farah, I. (2005) Building Communities of Practice in Pakistani Schools. In Retallick, J & Farah, I (Eds.). Transforming Schools in Pakistan: Towards The Learning Community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Iffat Farah,Book Chapter,2005,Building Communities of Practice in Pakistani Schools.,Secondary Author,IED,Published,"Shamim, F and Farah, I. (2005) Building Communities of Practice in Pakistani Schools. In Retallick, J & Farah, I (Eds.). Transforming Schools in Pakistan: Towards The Learning Community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Dilshad Ashraf,Book Chapter,2004,Addressing multicultural issues in teacher education: Experiences from Pakistan.,Main Author,IED,Published,"Ashraf, D., Khaki, J., Shamatov, A. D., Tajik, M., & Vazir, N. (2004). Addressing multicultural issues in teacher education: Experiences from Pakistan. In K. Mundel & D. Schugurensky, Lifelong citizenship learning, participatory democracy and social change. Toronto, Canada: Transformative Learning Center, Ontario Institute for Studies in Education of the University of Toronto.",,,,,,,,,,,,,,,,,
2022-05-24,Jan-e-Alam Khaki,Book Chapter,2004,Addressing multicultural issues in teacher education: Experiences from Pakistan.,Secondary Author,IED,Published,"Ashraf, D., Khaki, J., Shamatov, A. D., Tajik, M., & Vazir, N. (2004). Addressing multicultural issues in teacher education: Experiences from Pakistan. In K. Mundel & D. Schugurensky, Lifelong citizenship learning, participatory democracy and social change. Toronto, Canada: Transformative Learning Center, Ontario Institute for Studies in Education of the University of Toronto.",,,,,,,,,,,,,,,,,
2022-05-24,Duishon Alievich Shamatov,Book Chapter,2004,Addressing multicultural issues in teacher education: Experiences from Pakistan.,Secondary Author,IED,Published,"Ashraf, D., Khaki, J., Shamatov, A. D., Tajik, M., & Vazir, N. (2004). Addressing multicultural issues in teacher education: Experiences from Pakistan. In K. Mundel & D. Schugurensky, Lifelong citizenship learning, participatory democracy and social change. Toronto, Canada: Transformative Learning Center, Ontario Institute for Studies in Education of the University of Toronto.",,,,,,,,,,,,,,,,,
2022-05-24,Mir Afzal Tajik,Book Chapter,2004,Addressing multicultural issues in teacher education: Experiences from Pakistan.,Secondary Author,IED,Published,"Ashraf, D., Khaki, J., Shamatov, A. D., Tajik, M., & Vazir, N. (2004). Addressing multicultural issues in teacher education: Experiences from Pakistan. In K. Mundel & D. Schugurensky, Lifelong citizenship learning, participatory democracy and social change. Toronto, Canada: Transformative Learning Center, Ontario Institute for Studies in Education of the University of Toronto.",,,,,,,,,,,,,,,,,
2022-05-24,Nilofar Vazir,Book Chapter,2004,Addressing multicultural issues in teacher education: Experiences from Pakistan.,Secondary Author,IED,Published,"Ashraf, D., Khaki, J., Shamatov, A. D., Tajik, M., & Vazir, N. (2004). Addressing multicultural issues in teacher education: Experiences from Pakistan. In K. Mundel & D. Schugurensky, Lifelong citizenship learning, participatory democracy and social change. Toronto, Canada: Transformative Learning Center, Ontario Institute for Studies in Education of the University of Toronto.",,,,,,,,,,,,,,,,,
2022-05-24,Bernadette L. Dean,Book Chapter,2004,Pakistani Conceptions of ‘Citizenship’ and their Implications for Democratic Citizenship Education.,Main Author,IED,Published,"Dean, B.L. (2004). Pakistani Conceptions of ‘Citizenship’ and their Implications for Democratic Citizenship Education. In Mündel, K. and Schugurensky, D. Lifelong Citizenship Learning, Participatory Democracy and Social Change. Toronto: TLC",,,,,,,,,,,,,,,,,
2022-05-24,Bernadette L. Dean,Book Chapter,2004,Cooperative Learning in Classrooms.,Main Author,IED,Published,"Dean, B.L. (2004). Cooperative Learning in Classrooms. In Retallick, J. & Farah, I. Transforming Schools in Pakistan: Towards the Learning Community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Bernadette L. Dean,Book Chapter,2004,The future at risk: Child labour.,Main Author,IED,Published,"Dean, B.L. (2004). The future at risk: Child labour. In V. Cawagas (Ed.), Education for International Understanding: Learning to Live Together (pp. 56-71). Seoul: UNESCO.",,,,,,,,,,,,,,,,,
2022-05-24,Debbie Krame-Royr,Book Chapter,2004,Inclusive Education in Pakistan: An Occupational Therapist’s Contribution to Teacher Education.,Main Author,IED,Published,"Kramer-Roy, D (2004). Inclusive Education in Pakistan: An Occupational Therapist’s Contribution to Teacher Education. In Kronenberg, F., Simo Algado, S and Pollard, N. Occupational Therapy without Borders: Learning from the Spirit of Survivors. London, Churchill Livingstone.",,,,,,,,,,,,,,,,,
2022-05-24,Shahzad Mithani,Book Chapter,2004,The Action Research Interest Group: Building Capacity for Learning Communities.,Main Author,IED,Published,"Shahzad, M., Kramer Roy, D., Dean, B.L. and Halai, A. (2004). The Action Research Interest Group: Building Capacity for Learning Communities. In Retallick, J. & Farah, I. Transforming Schools in Pakistan: Towards the Learning Community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Debbie Krame-Royr,Book Chapter,2004,The Action Research Interest Group: Building Capacity for Learning Communities.,Secondary Author,IED,Published,"Shahzad, M., Kramer Roy, D., Dean, B.L. and Halai, A. (2004). The Action Research Interest Group: Building Capacity for Learning Communities. In Retallick, J. & Farah, I. Transforming Schools in Pakistan: Towards the Learning Community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
2022-05-24,Bernadette L. Dean,Book Chapter,2004,The Action Research Interest Group: Building Capacity for Learning Communities.,Secondary Author,IED,Published,"Shahzad, M., Kramer Roy, D., Dean, B.L. and Halai, A. (2004). The Action Research Interest Group: Building Capacity for Learning Communities. In Retallick, J. & Farah, I. Transforming Schools in Pakistan: Towards the Learning Community. Karachi: Oxford University Press.",,,,,,,,,,,,,,,,,
